cart,Record Count
"{""triplec"":1}",1
"{""triplec"":1,""sexyback"":1,""salt"":1}",1
"{""strawcheese"":1}",3
"{""strawcheese"":1,""sexyback"":1}",1
"{""strawcheese"":1,""redbrownie"":9}",1
"{""strawcheese"":1,""hella"":1}",1
"{""strawcheese"":1,""hella"":1,""pbj"":1}",1
"{""strawcheese"":1,""hella"":1,""cupc"":1,""salt"":1,""redvelvet"":1}",1
"{""strawcheese"":1,""deathchoc"":1}",2
"{""sexyback"":3,""triplec"":2,""cornflakes"":1,""matcha"":3,""babyog"":2,""mamaog"":1}",1
"{""sexyback"":2,""triplec"":1,""matcha"":2}",1
"{""sexyback"":1}",1
"{""sexyback"":1,""triplec"":1,""pistachio"":1}",1
"{""sexyback"":1,""matcha"":1}",1
"{""sexyback"":1,""mamaog"":1}",2
"{""sexyback"":1,""mamaog"":1,""pistachio"":1}",1
"{""salt"":1}",2
"{""redvelvet"":2,""matcha"":1,""cornflakes"":1}",1
"{""redvelvet"":1}",5
"{""redvelvet"":1,""babyog"":1}",1
"{""redbrownie"":1}",1
"{""pistachio"":2,""mamaog"":1,""sexyback"":1,""babyog"":1}",1
"{""pistachio"":1}",1
"{""pistachio"":1,""claus"":1}",1
"{""peanut"":1}",1
"{""pbj"":2}",1
"{""pbj"":1}",3
"{""pbj"":1,""redbrownie"":9}",1
"{""pbj"":1,""deathchoc"":1}",1
"{""pbj"":1,""cupc"":1}",1
"{""matcha"":2}",1
"{""matcha"":1,""triplec"":1,""mamaog"":1,""sexyback"":1,""claus"":1}",1
"{""matcha"":1,""doubletrouble"":1,""sexyback"":1,""redvelvet"":1}",1
"{""matcha"":1,""deathchoc"":1}",1
"{""matcha"":1,""cornflakes"":1,""mamaog"":3,""doubletrouble"":2,""triplec"":1,""sexyback"":2,""babyog"":1,""claus"":1}",1
"{""mamaog"":2,""sexyback"":2}",1
"{""mamaog"":2,""pistachio"":1,""sexyback"":2}",1
"{""mamaog"":1}",7
"{""mamaog"":1,""sexyback"":1}",1
"{""mamaog"":1,""sexyback"":1,""doubletrouble"":0,""matcha"":1,""pistachio"":1,""claus"":1}",1
"{""mamaog"":1,""hella"":1,""pbj"":1}",1
"{""mamaog"":1,""babyog"":1,""doubletrouble"":1,""sexyback"":1,""matcha"":1}",1
"{""mamaog"":1,""babyog"":1,""doubletrouble"":1,""sexyback"":1,""cornflakes"":1}",1
"{""hella"":1,""sexyback"":1,""babyog"":1}",1
"{""hella"":1,""salt"":1}",1
"{""hella"":1,""redvelvet"":1}",1
"{""hella"":1,""pbj"":1}",1
"{""heart-S&ganache,dark.gold"":1}",1
"{""fudge"":9}",2
"{""fudge"":3}",1
"{""doubletrouble"":2}",1
"{""doubletrouble"":1}",2
"{""doubletrouble"":1,""strawcheese"":1}",1
"{""doubletrouble"":1,""sexyback"":1,""mamaog"":1}",1
"{""doubletrouble"":1,""babyog"":1}",1
"{""deathchoc"":1,""cupc"":1}",1
"{""cupc"":1}",4
"{""cupc"":1,""pbj"":1,""cornflakes"":1}",1
"{""cupc"":1,""hella"":1}",1
"{""cupc"":1,""hella"":1,""salt"":1}",1
"{""cornflakes"":2}",2
"{""cornflakes"":2,""matcha"":5,""sexyback"":5}",1
"{""cornflakes"":1}",2
"{""bae"":9,""fudge"":6,""redbrownie"":3,""strawcheese"":1,""mamaog"":1}",1
"{""bae"":3,""redbrownie"":3,""fudge"":3}",4
"{""babyog"":1,""claus"":1,""sexyback"":1,""cornflakes"":1}",1
