cart,Record Count
"{""valrhona"":2}",1
"{""valrhona"":1}",3
"{""triplec"":1,""sexyback"":1,""mayong~s"":1,""pbj"":1}",1
"{""triplec"":1,""doubletrouble"":1,""salt"":1,""bae"":3,""redbrownie"":3,""fudge"":3}",1
"{""strawcheese"":1}",1
"{""sexyback"":1}",1
"{""sexyback"":1,""mamaog"":1}",2
"{""sexyback"":1,""mamaog"":1,""babyog"":1,""doubletrouble"":1,""fudge"":1}",1
"{""sexyback"":1,""doubletrouble"":1,""redvelvet"":1,""salt"":1}",1
"{""sexyback"":1,""cupc"":1}",1
"{""sexyback"":1,""babyog"":1,""cupc"":1,""hella"":1}",1
"{""salt"":1}",1
"{""salt"":1,""redvelvet"":1}",1
"{""salt"":1,""deathchoc"":1,""hella"":1,""pbj"":1,""doubletrouble"":1,""mamaog"":1}",1
"{""redvelvet"":1}",4
"{""redvelvet"":1,""salt"":1,""pbj"":1,""cupc"":1,""bae"":3,""redbrownie"":3,""fudge"":3}",1
"{""redvelvet"":1,""salt"":1,""hella"":1}",1
"{""redbrownie"":4,""bae"":1,""fudge"":4}",1
"{""redbrownie"":1,""sexyback"":1}",1
"{""pistachio"":1}",1
"{""pistachio"":1,""claus"":1}",1
"{""pistachio"":1,""claus"":1,""cornflakes"":1,""banog~s"":1}",1
"{""pbj"":2,""cupc"":2,""bancheese~s"":1}",1
"{""pbj"":1}",8
"{""pbj"":1,""deathchoc"":1}",1
"{""mayong~s"":2,""pbj"":2}",1
"{""mayong~s"":1}",2
"{""mayong~s"":1,""strawcheese"":1}",1
"{""mayong~s"":1,""pbj"":1}",1
"{""mayong~s"":1,""matcha"":1,""mamaog"":1,""banog~s"":1}",1
"{""mayong~s"":1,""fudge"":1,""redbrownie"":1}",1
"{""mayong~s"":1,""cupc"":1}",1
"{""mayong~s"":1,""banultimate~s"":1}",1
"{""mayong~l"":1,""bannuts~s"":1}",1
"{""matcha"":1}",1
"{""matcha"":1,""doubletrouble"":2,""claus"":1}",1
"{""matcha"":1,""doubletrouble"":1,""mamaog"":1}",1
"{""mamaog"":3,""sexyback"":2}",1
"{""mamaog"":2}",4
"{""mamaog"":2,""cornflakes"":1,""sexyback"":1,""pistachio"":1}",1
"{""mamaog"":2,""banultimate~s"":1}",1
"{""mamaog"":1}",4
"{""mamaog"":1,""sexyback"":1}",3
"{""mamaog"":1,""pistachio"":1}",1
"{""mamaog"":1,""hella"":1}",1
"{""mamaog"":1,""fudge"":1}",1
"{""mamaog"":1,""doubletrouble"":1}",1
"{""mamaog"":1,""doubletrouble"":1,""sexyback"":2,""triplec"":1,""pbj"":1}",1
"{""mamaog"":1,""doubletrouble"":1,""bannutella~s"":1}",1
"{""mamaog"":1,""cupc"":1}",1
"{""mamaog"":1,""bancheese~s"":1}",1
"{""mamaog"":1,""babyog"":1}",1
"{""hella"":1}",7
"{""hella"":1,""redvelvet"":1}",1
"{""hella"":1,""redbrownie"":5,""bae"":2,""fudge"":2,""banultimate~s"":1}",1
"{""hella"":1,""deathchoc"":1,""cupc"":1}",1
"{""heart-S&redvelvet,white.pink"":1,""hammer"":1}",1
"{""fudge"":9,""doubletrouble"":1}",1
"{""fudge"":6,""redbrownie"":6,""bae"":6}",1
"{""fudge"":5,""bae"":4,""banog~s"":1,""banultimate~s"":1}",1
"{""fudge"":3,""redbrownie"":3,""bae"":3,""deathchoc"":2}",1
"{""fudge"":1}",1
"{""fudge"":1,""redbrownie"":1,""mamaog"":1}",1
"{""fudge"":1,""bae"":1,""mamaog"":1,""triplec"":1}",1
"{""doubletrouble"":2}",2
"{""doubletrouble"":1}",3
"{""doubletrouble"":1,""triplec"":1}",1
"{""doubletrouble"":1,""mayong~s"":1}",1
"{""doubletrouble"":1,""matcha"":1}",1
"{""deathchoc"":1}",3
"{""deathchoc"":1,""sexyback"":1}",1
"{""deathchoc"":1,""pbj"":1}",1
"{""deathchoc"":1,""hella"":1}",1
"{""deathchoc"":1,""cupc"":1,""hella"":1}",1
"{""cupc"":2}",1
"{""cupc"":1}",4
"{""cupc"":1,""salt"":1,""hella"":1,""mayong~s"":1}",1
"{""cupc"":1,""redvelvet"":1,""sexyback"":1}",1
"{""cupc"":1,""pbj"":1,""salt"":1}",1
"{""cupc"":1,""pbj"":1,""mayong~s"":1}",1
"{""cupc"":1,""pbj"":1,""mamaog"":1,""sexyback"":1}",1
"{""cupc"":1,""mayong~s"":1}",1
"{""cupc"":1,""hella"":1}",2
"{""cornflakes"":2}",1
"{""cornflakes"":2,""mamaog"":1,""babyog"":1,""matcha"":1}",1
"{""cornflakes"":1}",2
"{""cornflakes"":1,""sexyback"":1}",1
"{""cornflakes"":1,""mamaog"":1,""babyog"":1,""doubletrouble"":1,""matcha"":1}",1
"{""cornflakes"":1,""doubletrouble"":1,""mamaog"":1}",1
"{""cornflakes"":1,""claus"":1,""pistachio"":1,""triplec"":1,""mamaog"":1}",1
"{""claus"":1,""pbj"":1}",1
"{""claus"":1,""babyog"":1}",1
"{""banultimate~s"":2,""bannutella~s"":1}",1
"{""banultimate~s"":1}",3
"{""banultimate~s"":1,""doubletrouble"":1,""triplec"":1}",1
"{""banultimate~s"":1,""banog~s"":1,""bannuts~s"":1}",1
"{""banog~s"":1}",1
"{""banog~s"":1,""banultimate~s"":1,""mayong~s"":1}",1
"{""banog~s"":1,""bannuts~s"":1}",1
"{""banog~s"":1,""bannuts~s"":1,""strawcheese"":1,""claus"":1,""cornflakes"":2,""babyog"":1,""sexyback"":1}",1
"{""bannuts~s"":1,""bannutella~s"":1}",1
"{""bannutella~s"":2,""deathchoc"":1,""bancheese~s"":1}",1
"{""bannutella~s"":1,""bannuts~s"":1}",1
"{""bancheese~s"":1,""hella"":1}",1
"{""bancheese~s"":1,""fudge"":3,""redbrownie"":3,""bae"":3}",1
"{""bancheese~s"":1,""cupc"":2,""salt"":1,""pbj"":1}",1
"{""bancheese~s"":1,""bannutella~s"":1,""banultimate~s"":1}",1
"{""bae"":3,""redbrownie"":3,""fudge"":3}",1
"{""babyog"":3,""claus"":1,""mamaog"":1}",1
"{""babyog"":2,""sexyback"":2,""doubletrouble"":2,""claus"":4,""matcha"":1,""cornflakes"":1}",1
"{""babyog"":1}",3
"{""babyog"":1,""sexyback"":1}",1
"{""babyog"":1,""doubletrouble"":1}",1
